"Id";"UserPrincipalName";"DisplayName";"AccountEnabled";"DeletedDateTime";"DeletionAgeInDays";"UserType"
"01a9b29b-d179-4d55-80cc-d16172283782";"01a9b29bd1794d5580ccd16172283782arief.gunardi@M365x57702712.onmicrosoft.com";"Arief G. Gunardi";;;;
"fc447495-1759-41b7-8b2e-cd8e7317bef0";"fc447495175941b78b2ecd8e7317bef0arief.gunardi1@M365x57702712.onmicrosoft.com";"Arief G. Gunardi";;;;
"78fe593f-8a8e-4eb9-b87b-1b88ced30a84";"78fe593f8a8e4eb9b87b1b88ced30a84arief.harianto@M365x57702712.onmicrosoft.com";"Arief H. Harianto";;;;
"dc23df9f-3cff-4597-b4e8-65ecc1d3c566";"dc23df9f3cff4597b4e865ecc1d3c566arief.kusnandar@M365x57702712.onmicrosoft.com";"Arief K. Kusnandar";;;;
"3f521ffc-7b69-43cd-a3ca-bdda4a873677";"3f521ffc7b6943cda3cabdda4a873677arief.permana@M365x57702712.onmicrosoft.com";"Arief P. Permana";;;;
"f167f82a-a209-412f-8dde-4695fe16e3f9";"f167f82aa209412f8dde4695fe16e3f9arief.rachman@M365x57702712.onmicrosoft.com";"Arief R. Rachman";;;;
"4ba1ad7f-c691-4982-a536-8db68552d1b5";"4ba1ad7fc6914982a5368db68552d1b5arief.rahman@M365x57702712.onmicrosoft.com";"Arief R. Rahman";;;;
"2e1aeb44-d8a5-4cb7-92d3-00f63572897e";"2e1aeb44d8a54cb792d300f63572897earief.setiabudi@M365x57702712.onmicrosoft.com";"Arief S. Setiabudi";;;;
"423eeb07-8fee-47f9-ad28-a55574413089";"423eeb078fee47f9ad28a55574413089arief.utami@M365x57702712.onmicrosoft.com";"Arief U. Utami";;;;
"b60891d7-5e74-4358-acfd-261103a06da3";"b60891d75e744358acfd261103a06da3arief.wardhana@M365x57702712.onmicrosoft.com";"Arief W. Wardhana";;;;
"8a2c2eb2-e9de-414f-bdf6-687de9c66380";"8a2c2eb2e9de414fbdf6687de9c66380arief.widyanto@M365x57702712.onmicrosoft.com";"Arief W. Widyanto";;;;
"fb7ae3c3-3dbb-4672-881a-73c4e72fa956";"fb7ae3c33dbb4672881a73c4e72fa956arief.widyanto1@M365x57702712.onmicrosoft.com";"Arief W. Widyanto";;;;
"9e573b0b-cbe0-4c08-bdef-76ec0b69d49a";"9e573b0bcbe04c08bdef76ec0b69d49aariel.tatum@M365x57702712.onmicrosoft.com";"Ariel T. Tatum";;;;
"f40ab343-a4b1-4c1f-a06f-12c9e7a5ea40";"f40ab343a4b14c1fa06f12c9e7a5ea40AutomateB@M365x57702712.OnMicrosoft.com";"Automate Bot";;;;
"d9f8b08b-4ca9-4605-87fd-2a36ce68cf38";"d9f8b08b4ca9460587fd2a36ce68cf38ayu.firmansyah@M365x57702712.onmicrosoft.com";"Ayu F. Firmansyah";;;;
"ba511ac5-f74f-4674-9197-b8a9e64368dd";"ba511ac5f74f46749197b8a9e64368ddayu.hidayat@M365x57702712.onmicrosoft.com";"Ayu H. Hidayat";;;;
"5577f876-4c7a-4d21-9e6d-5d071d551d21";"5577f8764c7a4d219e6d5d071d551d21ayu.mahendra@M365x57702712.onmicrosoft.com";"Ayu M. Mahendra";;;;
"4136741e-a4da-4195-9ce1-521397eb08bf";"4136741ea4da41959ce1521397eb08bfayu.maulana@M365x57702712.onmicrosoft.com";"Ayu M. Maulana";;;;
"b5aff74f-1764-4bba-96b3-e03ad5fa088f";"b5aff74f17644bba96b3e03ad5fa088fayu.rachmad@M365x57702712.onmicrosoft.com";"Ayu R. Rachmad";;;;
"f52b7cbd-74d3-4904-813e-91e942237221";"f52b7cbd74d34904813e91e942237221ayu.suryanto@M365x57702712.onmicrosoft.com";"Ayu S. Suryanto";;;;
"2e9c71b8-32e3-4035-a55c-4a0920347583";"2e9c71b832e34035a55c4a0920347583ayu.syahputra@M365x57702712.onmicrosoft.com";"Ayu S. Syahputra";;;;
"d71b586f-1cc9-4ddd-a1c1-d19465bfc707";"d71b586f1cc94ddda1c1d19465bfc707baim.wong@M365x57702712.onmicrosoft.com";"Baim W. Wong";;;;
"294b4a7c-c765-40d8-87fd-6ba50dfb4e68";"294b4a7cc76540d887fd6ba50dfb4e68Baker@M365x57702712.OnMicrosoft.com";"Conf Room Baker";;;;
"3964a211-3293-4429-ae56-947bc8f52940";"3964a21132934429ae56947bc8f52940bambang.gunardi@M365x57702712.onmicrosoft.com";"Bambang G. Gunardi";;;;
"effde279-4c61-4ea9-ae5a-2dcb66dcaeae";"effde2794c614ea9ae5a2dcb66dcaeaebambang.halim@M365x57702712.onmicrosoft.com";"Bambang H. Halim";;;;
"67c08cec-5206-480a-a2c3-78f071b1e5cb";"67c08cec5206480aa2c378f071b1e5cbbambang.hasanah@M365x57702712.onmicrosoft.com";"Bambang H. Hasanah";;;;
"92966de9-7e4f-4961-9c32-1cdbfcea9cb9";"92966de97e4f49619c321cdbfcea9cb9bambang.nurjaya@M365x57702712.onmicrosoft.com";"Bambang N. Nurjaya";;;;
"2df355b8-1d62-497f-9544-8768b34f7d55";"2df355b81d62497f95448768b34f7d55bambang.pambudi@M365x57702712.onmicrosoft.com";"Bambang P. Pambudi";;;;
"5a802d74-bea9-45d1-bbd3-d8701df9e99b";"5a802d74bea945d1bbd3d8701df9e99bbambang.suhendra@M365x57702712.onmicrosoft.com";"Bambang S. Suhendra";;;;
"e2e815e8-48bd-4ef9-b75e-a0e029e03fa8";"e2e815e848bd4ef9b75ea0e029e03fa8bambang.suhendra1@M365x57702712.onmicrosoft.com";"Bambang S. Suhendra";;;;
"0ea496f3-8f1a-4680-b5f0-1c3631a27de2";"0ea496f38f1a4680b5f01c3631a27de2bambang.suryana@M365x57702712.onmicrosoft.com";"Bambang S. Suryana";;;;
"a3066eb7-5651-4d50-b10b-f2656056c4bc";"a3066eb756514d50b10bf2656056c4bcbambang.sutedjo@M365x57702712.onmicrosoft.com";"Bambang S. Sutedjo";;;;
"189a3f41-d9a0-4adc-baa9-e82ed44089b6";"189a3f41d9a04adcbaa9e82ed44089b6bambang.sutedjo1@M365x57702712.onmicrosoft.com";"Bambang S. Sutedjo";;;;
"da262368-2ecc-46ec-ab0c-e3d170add394";"da2623682ecc46ecab0ce3d170add394bambang.utami@M365x57702712.onmicrosoft.com";"Bambang U. Utami";;;;
"3ff71c4c-ab6a-4fb6-a263-bd09cc99bc60";"3ff71c4cab6a4fb6a263bd09cc99bc60bambang.wijaya@M365x57702712.onmicrosoft.com";"Bambang W. Wijaya";;;;
"55594c35-324e-4390-b3b6-98f61984d6e8";"55594c35324e4390b3b698f61984d6e8bambang.wulandari@M365x57702712.onmicrosoft.com";"Bambang W. Wulandari";;;;
"223706d3-2e80-4feb-a9c4-4308e83a63d3";"223706d32e804feba9c44308e83a63d3bastian.steel@M365x57702712.onmicrosoft.com";"Bastian S. Steel";;;;
"db5a4793-497d-4d88-b43d-205289fe368d";"db5a4793497d4d88b43d205289fe368dbayu.adiputra@M365x57702712.onmicrosoft.com";"Bayu A. Adiputra";;;;
"a2bbc566-862e-4d01-8a39-a6a7f76abffd";"a2bbc566862e4d018a39a6a7f76abffdbayu.irawan@M365x57702712.onmicrosoft.com";"Bayu I. Irawan";;;;
"9e8c28d1-27d1-41bf-a3a3-c4f6f4babcab";"9e8c28d127d141bfa3a3c4f6f4babcabbayu.jatmiko@M365x57702712.onmicrosoft.com";"Bayu J. Jatmiko";;;;
"52e7d71f-8e7c-48a0-8836-2ab39bd37439";"52e7d71f8e7c48a088362ab39bd37439bayu.pratama@M365x57702712.onmicrosoft.com";"Bayu P. Pratama";;;;
"de4e7f67-b883-4c5d-aa36-14d7908257cf";"de4e7f67b8834c5daa3614d7908257cfbayu.ramadhan@M365x57702712.onmicrosoft.com";"Bayu R. Ramadhan";;;;
"b344b998-acc0-4a1d-8259-3b73e5360d47";"b344b998acc04a1d82593b73e5360d47bayu.setiawan@M365x57702712.onmicrosoft.com";"Bayu S. Setiawan";;;;
"21e80c2c-2701-4e29-b337-e1345e19ece7";"21e80c2c27014e29b337e1345e19ece7bayu.setiawan1@M365x57702712.onmicrosoft.com";"Bayu S. Setiawan";;;;
"47ff7ca6-85bd-4217-bb06-835ca509c94c";"47ff7ca685bd4217bb06835ca509c94cbayu.setyawan@M365x57702712.onmicrosoft.com";"Bayu S. Setyawan";;;;
"71a09b71-84d2-4458-bf79-107a7adeb655";"71a09b7184d24458bf79107a7adeb655bayu.skak@M365x57702712.onmicrosoft.com";"Bayu S. Skak";;;;
"f499adf0-f750-46c0-a9d1-d30a9b33904f";"f499adf0f75046c0a9d1d30a9b33904fbayu.sumardi@M365x57702712.onmicrosoft.com";"Bayu S. Sumardi";;;;
"f35eface-9597-4f50-8b76-555de50fb098";"f35eface95974f508b76555de50fb098bella.firmansyah@M365x57702712.onmicrosoft.com";"Bella F. Firmansyah";;;;
"f236fcb4-d1d6-4d41-92f0-3a95f27e7afc";"f236fcb4d1d64d4192f03a95f27e7afcbella.handoko@M365x57702712.onmicrosoft.com";"Bella H. Handoko";;;;
"718b62fc-56e0-4a58-bb09-0eba1986b810";"718b62fc56e04a58bb090eba1986b810bella.jatmiko@M365x57702712.onmicrosoft.com";"Bella J. Jatmiko";;;;
"29b54843-e6c7-4966-8a05-1d974594d5ee";"29b54843e6c749668a051d974594d5eebella.setyawan@M365x57702712.onmicrosoft.com";"Bella S. Setyawan";;;;
"927c041b-9ba7-42fd-9f32-b2e3b2e7a723";"927c041b9ba742fd9f32b2e3b2e7a723bella.soetomo@M365x57702712.onmicrosoft.com";"Bella S. Soetomo";;;;
"3ff13827-e1e7-495b-8d60-a8bc92ebb4ad";"3ff13827e1e7495b8d60a8bc92ebb4adbella.sugiyanto@M365x57702712.onmicrosoft.com";"Bella S. Sugiyanto";;;;
"d6d87275-208e-41ca-950e-f83b384430e6";"d6d87275208e41ca950ef83b384430e6BiancaP@M365x57702712.OnMicrosoft.com";"Bianca Pisani";;;;
"bed46949-7dd9-458a-aec5-14aff4dfb6b1";"bed469497dd9458aaec514aff4dfb6b1bimbim.slank@M365x57702712.onmicrosoft.com";"Bimbim S. Slank";;;;
"b0073f40-9ada-4656-b577-170ad59940fa";"b0073f409ada4656b577170ad59940faBrianJ@M365x57702712.OnMicrosoft.com";"Brian Johnson (TAILSPIN)";;;;
"c52fff2f-f0b5-460f-b57e-96494cd510e8";"c52fff2ff0b5460fb57e96494cd510e8brisia.jodie@M365x57702712.onmicrosoft.com";"Brisia J. Jodie";;;;
"1843bf06-85a1-40b3-9c74-7d7cd62a2f78";"1843bf0685a140b39c747d7cd62a2f78budi.budiman@M365x57702712.onmicrosoft.com";"Budi B. Budiman";;;;
"b1f5a83d-51b9-41ed-929a-b6a27f9f5d40";"b1f5a83d51b941ed929ab6a27f9f5d40budi.gunawan@M365x57702712.onmicrosoft.com";"Budi G. Gunawan";;;;
"7e186af8-910a-4f7d-98d2-bc03076e6351";"7e186af8910a4f7d98d2bc03076e6351budi.irawan@M365x57702712.onmicrosoft.com";"Budi I. Irawan";;;;
"9c6afed6-9d55-429d-aa60-e0f58e4ee409";"9c6afed69d55429daa60e0f58e4ee409budi.nugroho@M365x57702712.onmicrosoft.com";"Budi N. Nugroho";;;;
"40620def-5a18-413e-bd12-478e1d887c69";"40620def5a18413ebd12478e1d887c69budi.pratama@M365x57702712.onmicrosoft.com";"Budi P. Pratama";;;;
"0aa152bb-d200-46d0-afc2-7c3c2d550ced";"0aa152bbd20046d0afc27c3c2d550cedbudi.santoso@M365x57702712.onmicrosoft.com";"Budi S. Santoso";;;;
"58dabf18-a66b-4efe-9554-caa751470736";"58dabf18a66b4efe9554caa751470736budi.santoso@M365x57702712.onmicrosoft.com";"Budi S. Santoso";;;;
"619ef74d-7141-4f9d-baa9-72469d68c20d";"619ef74d71414f9dbaa972469d68c20dbudi.santoso@M365x57702712.onmicrosoft.com";"Budi S. Santoso";;;;
"e44fec63-f350-4393-a72e-6d0e42e16d7a";"e44fec63f3504393a72e6d0e42e16d7abudi.santoso@M365x57702712.onmicrosoft.com";"Budi S. Santoso";;;;
"e622708b-2e8a-4b03-be2b-e09ff5d45d3d";"e622708b2e8a4b03be2be09ff5d45d3dbudi.santoso@M365x57702712.onmicrosoft.com";"Budi S. Santoso";;;;
"d2a04f9b-a95a-4c5b-82b8-4a479860c457";"d2a04f9ba95a4c5b82b84a479860c457budi.saptono@M365x57702712.onmicrosoft.com";"Budi S. Saptono";;;;
"7c257aeb-9a34-4072-847e-8c28a0982fe6";"7c257aeb9a344072847e8c28a0982fe6budi.saptono1@M365x57702712.onmicrosoft.com";"Budi S. Saptono";;;;
"2363159c-e096-445e-b964-4e967804de49";"2363159ce096445eb9644e967804de49bunga.adipratama@M365x57702712.onmicrosoft.com";"Bunga A. Adipratama";;;;
"c5460029-f724-4085-a1dd-907a50aa50be";"c5460029f7244085a1dd907a50aa50bebunga.citra@M365x57702712.onmicrosoft.com";"Bunga C. Citra";;;;
"775105d0-f64b-4412-a71a-65dbe511bdd3";"775105d0f64b4412a71a65dbe511bdd3bunga.hasanah@M365x57702712.onmicrosoft.com";"Bunga H. Hasanah";;;;
"5807618f-1160-4a5c-8345-c77e52e12e44";"5807618f11604a5c8345c77e52e12e44bunga.hendrawan@M365x57702712.onmicrosoft.com";"Bunga H. Hendrawan";;;;
"f1a73783-ac40-4d50-ab47-a165cf6ec1e0";"f1a73783ac404d50ab47a165cf6ec1e0bunga.prasetiyo@M365x57702712.onmicrosoft.com";"Bunga P. Prasetiyo";;;;
"bca21d28-74f8-4297-bb9a-8460777dabfa";"bca21d2874f84297bb9a8460777dabfabunga.prasetiyo1@M365x57702712.onmicrosoft.com";"Bunga P. Prasetiyo";;;;
"af433b61-3601-49f7-83c5-c6299125b59c";"af433b61360149f783c5c6299125b59cbunga.purnama@M365x57702712.onmicrosoft.com";"Bunga P. Purnama";;;;
"e59c73ee-c712-4056-995e-5f582507816f";"e59c73eec7124056995e5f582507816fbunga.putranto@M365x57702712.onmicrosoft.com";"Bunga P. Putranto";;;;
"77cc28f3-3feb-451b-b29a-c6bdcd86fbd0";"77cc28f33feb451bb29ac6bdcd86fbd0bunga.sasmita@M365x57702712.onmicrosoft.com";"Bunga S. Sasmita";;;;
"e70307fe-b2c7-4726-89a5-0fb15a858dff";"e70307feb2c7472689a50fb15a858dffbunga.satria@M365x57702712.onmicrosoft.com";"Bunga S. Satria";;;;
"38e1d682-9956-4a3f-a6fa-e1dffbfc347d";"38e1d68299564a3fa6fae1dffbfc347dbunga.suwandi@M365x57702712.onmicrosoft.com";"Bunga S. Suwandi";;;;
"091f3c17-4eae-43a8-aa5e-50235741e479";"091f3c174eae43a8aa5e50235741e479bunga.wardhana@M365x57702712.onmicrosoft.com";"Bunga W. Wardhana";;;;
"324e9dc6-c979-4117-b0d1-2dabdade5903";"324e9dc6c9794117b0d12dabdade5903bunga.widjaja@M365x57702712.onmicrosoft.com";"Bunga W. Widjaja";;;;
"ee1c5c7c-2a18-4a94-a593-62026903f624";"ee1c5c7c2a184a94a59362026903f624bunga.wulandari@M365x57702712.onmicrosoft.com";"Bunga W. Wulandari";;;;
"51e2e8ee-fabb-4fe1-a643-b31760e68a58";"51e2e8eefabb4fe1a643b31760e68a58bunga.wulandari1@M365x57702712.onmicrosoft.com";"Bunga W. Wulandari";;;;
"8cff4fd5-b92a-4e0a-b039-bdb6266c8aa4";"8cff4fd5b92a4e0ab039bdb6266c8aa4butet.kertaradjasa@M365x57702712.onmicrosoft.com";"Butet K. Kertaradjasa";;;;
"29ddea95-d02c-4035-bbc5-092fbafbf7d7";"29ddea95d02c4035bbc5092fbafbf7d7cahyo.adipratama@M365x57702712.onmicrosoft.com";"Cahyo A. Adipratama";;;;
"f5c6f083-068c-470c-ac90-abd73688ebf8";"f5c6f083068c470cac90abd73688ebf8cahyo.adipratama1@M365x57702712.onmicrosoft.com";"Cahyo A. Adipratama";;;;
"012754e9-30fc-4d5d-8092-b79bf8df9c11";"012754e930fc4d5d8092b79bf8df9c11cahyo.cahyadi@M365x57702712.onmicrosoft.com";"Cahyo C. Cahyadi";;;;
"ccb1d304-65dd-4abc-9e01-bd1848e7850f";"ccb1d30465dd4abc9e01bd1848e7850fcahyo.fahrianto@M365x57702712.onmicrosoft.com";"Cahyo F. Fahrianto";;;;
"9b3f09b7-01b1-4671-b13a-59c89670fc40";"9b3f09b701b14671b13a59c89670fc40cahyo.harianto@M365x57702712.onmicrosoft.com";"Cahyo H. Harianto";;;;
"cc1ad3a2-e1dc-49d5-a229-15ce4722ea79";"cc1ad3a2e1dc49d5a22915ce4722ea79cahyo.kurnianingsih@M365x57702712.onmicrosoft.com";"Cahyo K. Kurnianingsih";;;;
"79133985-ce35-41e6-8248-c86f0a637fa0";"79133985ce3541e68248c86f0a637fa0cahyo.kusnandar@M365x57702712.onmicrosoft.com";"Cahyo K. Kusnandar";;;;
"e50487a4-9470-4a70-acef-1404b600f604";"e50487a494704a70acef1404b600f604cahyo.nurhaliza@M365x57702712.onmicrosoft.com";"Cahyo N. Nurhaliza";;;;
"1b007a41-b3ba-43d4-9843-4be14f754cf3";"1b007a41b3ba43d498434be14f754cf3cahyo.suhendra@M365x57702712.onmicrosoft.com";"Cahyo S. Suhendra";;;;
"0c6fcd96-ec99-4db5-b91c-1d9fc0b82f73";"0c6fcd96ec994db5b91c1d9fc0b82f73cahyo.sumarno@M365x57702712.onmicrosoft.com";"Cahyo S. Sumarno";;;;
"3de39768-5c7e-4271-b53a-3d30a9cbb52a";"3de397685c7e4271b53a3d30a9cbb52acahyo.sutedjo@M365x57702712.onmicrosoft.com";"Cahyo S. Sutedjo";;;;
"32f8a5da-cd8c-471e-9725-131df3fd7bb5";"32f8a5dacd8c471e9725131df3fd7bb5cahyo.syahroni@M365x57702712.onmicrosoft.com";"Cahyo S. Syahroni";;;;
"32362038-1bbe-47be-a6c1-a5d4a75ad59d";"323620381bbe47bea6c1a5d4a75ad59dcahyo.utami@M365x57702712.onmicrosoft.com";"Cahyo U. Utami";;;;
"e869ab45-2efc-4675-bf0d-b8b37fa58020";"e869ab452efc4675bf0db8b37fa58020cahyo.widyanto@M365x57702712.onmicrosoft.com";"Cahyo W. Widyanto";;;;
"ec320e07-3c34-4a1c-b8da-80c8072ad9b5";"ec320e073c344a1cb8da80c8072ad9b5cahyo.wulandari@M365x57702712.onmicrosoft.com";"Cahyo W. Wulandari";;;;
"5ad56ea5-e0b3-4e15-a230-c20a2064157f";"5ad56ea5e0b34e15a230c20a2064157fcakra.khan@M365x57702712.onmicrosoft.com";"Cakra K. Khan";;;;
"a43bc8a9-6123-4221-8cea-f61d58a5e268";"a43bc8a9612342218ceaf61d58a5e268CameronW@M365x57702712.OnMicrosoft.com";"Cameron White";;;;
"79a520ae-0c59-4ddc-846c-edfe650935ee";"79a520ae0c594ddc846cedfe650935eecandra.wijaya@M365x57702712.onmicrosoft.com";"Candra W. Wijaya";;;;
"1c82c926-f466-4f7a-92dd-fdd0c7997f51";"1c82c926f4664f7a92ddfdd0c7997f51chelsea.islan@M365x57702712.onmicrosoft.com";"Chelsea I. Islan";;;;
"3f923ba6-1c95-4f9d-933f-244f2026cd55";"3f923ba61c954f9d933f244f2026cd55chicco.jerikho@M365x57702712.onmicrosoft.com";"Chicco J. Jerikho";;;;
"2a91777f-27b7-4d5a-a39a-0faabc6694b8";"2a91777f27b74d5aa39a0faabc6694b8ChristieC@M365x57702712.OnMicrosoft.com";"Christie Cline";;;;
"cafee0dc-0ce4-477d-92c3-5aca213d48d7";"cafee0dc0ce4477d92c35aca213d48d7cinta.laura@M365x57702712.onmicrosoft.com";"Cinta L. Laura";;;;
"689701a8-5f15-4c31-a568-1225599c0318";"689701a85f154c31a5681225599c0318citra.darmawan@M365x57702712.onmicrosoft.com";"Citra D. Darmawan";;;;
"1fc41cd9-030b-480a-9689-8a02a16f77ea";"1fc41cd9030b480a96898a02a16f77eacitra.hakim@M365x57702712.onmicrosoft.com";"Citra H. Hakim";;;;
"91022817-f8a5-4cce-a5a9-76adcc510109";"91022817f8a54ccea5a976adcc510109citra.hartono@M365x57702712.onmicrosoft.com";"Citra H. Hartono";;;;
"2be894c7-c20b-45d8-a387-9dc8c36d3c57";"2be894c7c20b45d8a3879dc8c36d3c57citra.haryanto@M365x57702712.onmicrosoft.com";"Citra H. Haryanto";;;;
"4f49d17b-7525-416e-876c-c87cd2fab9d3";"4f49d17b7525416e876cc87cd2fab9d3citra.nurhayati@M365x57702712.onmicrosoft.com";"Citra N. Nurhayati";;;;
"28fbf632-1fe9-443a-88df-bafc40832f60";"28fbf6321fe9443a88dfbafc40832f60citra.rachmad@M365x57702712.onmicrosoft.com";"Citra R. Rachmad";;;;
"2591974a-e969-45f9-89df-634a6faf703c";"2591974ae96945f989df634a6faf703ccitra.syahputra@M365x57702712.onmicrosoft.com";"Citra S. Syahputra";;;;
"2bc54c8c-43fd-4e80-9804-3e29e754a622";"2bc54c8c43fd4e8098043e29e754a622citra.wibowo@M365x57702712.onmicrosoft.com";"Citra W. Wibowo";;;;
"aeea8aa9-bdb6-4dbc-9d4c-112560dcef25";"aeea8aa9bdb64dbc9d4c112560dcef25citra.widodo@M365x57702712.onmicrosoft.com";"Citra W. Widodo";;;;
"f89309fc-f921-4b18-a373-aaa013a10820";"f89309fcf9214b18a373aaa013a10820citra.wijaya@M365x57702712.onmicrosoft.com";"Citra W. Wijaya";;;;
